address	city	state	latitude	longitude
7305 SE 29th St	Oklahoma City	OK	35.43544	-97.39713
7501 Southwest Fwy	Houston	TX	29.69743	-95.52042
3045 Silverlake Village Dr	Pearland	TX	29.55420	-95.38516
4640 Taylorsville Rd	Louisville	KY	38.21750	-85.59519
2135 SE Delaware Ave	Ankeny	IA	41.70851	-93.58106
9001 Staples Mill Rd	Richmond	VA	37.63742	-77.51206
1238 Putty Hill Ave	Towson	MD	39.39314	-76.58111
1575 Niagara Falls Blvd	Buffalo	NY	42.99784	-78.82235
13924 N Pennsylvania Ave	Oklahoma City	OK	35.61190	-97.54939
7608 NE Zac Lentz Pkwy	Victoria	TX	28.86540	-96.99920
5252 S Lindbergh Blvd	Saint Louis	MO	38.52633	-90.36630
3020 US Highway 34	Oswego	IL	41.69670	-88.31670
41040 California Oaks Rd	Murrieta	CA	33.56677	-117.20616
3955 E Broad St	Columbus	OH	39.97378	-82.89564
51 Tierra Rejada Rd	Simi Valley	CA	34.27286	-118.79724
740 W Camelback Rd	Phoenix	AZ	33.50938	-112.08302
444 Monument Rd	Jacksonville	FL	30.32920	-81.54720
3150 Bel Air Mall	Mobile	AL	30.67354	-88.12600
8043 Challis Rd	Brighton	MI	42.54403	-83.79346
325 N Alafaya Trl	Orlando	FL	28.55054	-81.20386
3700 Hickory Hill Rd	Memphis	TN	35.04857	-89.86631
4317 Kemp Blvd	Wichita Falls	TX	33.86460	-98.53400
8200 26 Mile Rd	Shelby Township	MI	42.71369	-83.03240
2550 Catron St	Bozeman	MT	45.71270	-111.07100
4707 Pacific Ave	Stockton	CA	37.99304	-121.31347
1075 Old Norcross Rd	Lawrenceville	GA	33.95326	-84.02499
1050 Ridge Rd	Webster	NY	43.21370	-77.45020
10720 SW Village Pkwy	Port Saint Lucie	FL	27.26990	-80.42790
529 Lincoln St	Worcester	MA	42.29436	-71.77492
1801 E Parks Hwy	Wasilla	AK	61.57639	-149.40694
2112 W Peterson Ave	Chicago	IL	41.99065	-87.68296
500 N Congress Ave	Lake Park	FL	26.80367	-80.08294
2417 W Main St	Norman	OK	35.21851	-97.47747
1200 Linton Blvd	Delray Beach	FL	26.43956	-80.08432
7250 Rivers Ave	North Charleston	SC	32.93277	-80.03689
5265 Smackover Hwy	Smackover	AR	33.36554	-92.75753
7501 San Dario Ave	Laredo	TX	27.56974	-99.50210
3205 Woodward Crossing Blvd	Buford	GA	34.06876	-83.98134
1515 N Litchfield Rd	Goodyear	AZ	33.46333	-112.35784
900 E Kemper Rd	Springdale	OH	39.28678	-84.45512
4601 Commonwealth Centre Pkwy	Midlothian	VA	37.42019	-77.63471
2350 Troy Rd	Edwardsville	IL	38.78451	-89.95116
10451 Indianapolis Blvd	Highland	IN	41.52400	-87.46850
3181 Chili Ave	Rochester	NY	43.10512	-77.74664
1450 Greenland Rd	Greenland	NH	43.04945	-70.81767
630 Main St	Hackensack	NJ	40.89830	-74.03890
10900 Stadium Pkwy	Kansas City	KS	39.12629	-94.82998
5225 Monroe St	Toledo	OH	41.70104	-83.65027
5000 Grandview Pkwy	Davenport	FL	28.23233	-81.64309
1150 E Hillside Dr	Broken Arrow	OK	36.06701	-95.77640
47330 Michigan Ave	Canton	MI	42.26775	-83.50381
19146 Freeport St NW	Elk River	MN	45.31579	-93.56183
6955 Highway 6 N	Houston	TX	29.87870	-95.64691
101 S Euclid St	Anaheim	CA	33.83241	-117.94159
12830 Walker Branch Rd	Charlotte	NC	35.09924	-80.98847
5769 Lone Tree Way	Antioch	CA	37.96171	-121.73845
13711 S Tamiami Trl	Fort Myers	FL	26.54440	-81.86874
30 R H L Blvd	Charleston	WV	38.33669	-81.71304
24425 Magic Mountain Pkwy	Valencia	CA	34.41953	-118.56154
200 Running Hill Rd	South Portland	ME	43.63724	-70.34395
3885 E Main St	Saint Charles	IL	41.91860	-88.26450
2615 Tuscany St	Corona	CA	33.82484	-117.51691
2201 S Commons	Federal Way	WA	47.31360	-122.30900
9440 Marsh Ln	Dallas	TX	32.86320	-96.85442
1441 Coral Ridge Ave	Coralville	IA	41.69092	-91.60845
200 Butler Cmns	Butler	PA	40.87597	-79.94318
2601 Central Ave	Billings	MT	45.76975	-108.58161
3535 Tower Ave	Superior	WI	46.69730	-92.10430
718 Maguire Blvd	Orlando	FL	28.55580	-81.34398
6717 Ritchie Hwy	Glen Burnie	MD	39.19136	-76.61347
10555 N Oracle Rd	Tucson	AZ	32.39760	-110.95644
7401 SW Washo Ct	Tualatin	OR	45.37807	-122.75264
7535 W Broadway Ave	Minneapolis	MN	45.09030	-93.37669
8710 Montgomery Blvd NE	Albuquerque	NM	35.13061	-106.54755
6365 I 55 N	Jackson	MS	32.39742	-90.14613
1215 N Landing Way	Renton	WA	47.49565	-122.20213
4575 W 11th Ave	Eugene	OR	44.04811	-123.17133
5071 Cal Sag Rd	Crestwood	IL	41.65585	-87.74288
11148 Plum Dr	Urbandale	IA	41.64721	-93.76896
4050 N Harlem Ave	Norridge	IL	41.95384	-87.80730
3405 McHenry Ave	Modesto	CA	37.68830	-120.99428
1727 Martin Luther King Jr Blvd	Houma	LA	29.61311	-90.75588
6150 Bayfield Pkwy	Concord	NC	35.41850	-80.67690
4727 Thompson Mill Rd	Buford	GA	34.12285	-83.98503
2700 Bell Rd	Auburn	CA	38.94256	-121.09362
205 Mohegan Dr	West Hartford	CT	41.80019	-72.73506
3701 Lapeer Rd	Flint	MI	43.01014	-83.63825
4647 Promenade Way	Matteson	IL	41.49980	-87.73000
1800 E Rio Salado Pkwy	Tempe	AZ	33.42935	-111.90895
533 Coleman Ave	San Jose	CA	37.34073	-121.90564
2370 E Lincoln Hwy	New Lenox	IL	41.50740	-87.92110
300 Cabela Dr	Triadelphia	WV	40.05780	-80.59910
1140 Commerce Blvd	Dickson City	PA	41.46473	-75.63917
2191 N Tustin St	Orange	CA	33.82437	-117.83498
6635 Fallbrook Ave	West Hills	CA	34.19025	-118.62341
3900 N 124th St	Milwaukee	WI	43.08791	-88.06473
6119 Stellhorn Rd	Fort Wayne	IN	41.12029	-85.06427
417 Boardman Poland Rd	Boardman	OH	41.02416	-80.64754
197 Gravois Bluffs Plaza Dr	Fenton	MO	38.50699	-90.44683
20801 Ventura Blvd	Woodland Hills	CA	34.16644	-118.58585
2050 Lime Kiln Rd	Green Bay	WI	44.46420	-87.98303
29676 Rancho California Rd	Temecula	CA	33.50432	-117.14651
1874 Joe Battle Blvd	El Paso	TX	31.75890	-106.26600
3600 Rosemead Blvd	Rosemead	CA	34.07487	-118.07294
3401 Raleigh Road Pkwy W	Wilson	NC	35.74280	-77.96540
578 Aviation Rd	Queensbury	NY	43.32790	-73.67940
6560 E State St	Rockford	IL	42.26815	-88.98682
1910 Bob Bullock Loop	Laredo	TX	27.51592	-99.44900
2887 S Rochester Rd	Rochester Hills	MI	42.63823	-83.13183
7899 Wadsworth Blvd	Arvada	CO	39.84037	-105.08182
4955 US Highway 9	Howell	NJ	40.13228	-74.22374
886 W State Road 436	Altamonte Springs	FL	28.66520	-81.41750
8340 Sudley Rd	Manassas	VA	38.77480	-77.50280
2169 W Redondo Beach Blvd	Gardena	CA	33.88570	-118.31700
13724 E Sprague Ave	Spokane Valley	WA	47.65713	-117.22105
9400 State Road 16	Onalaska	WI	43.87129	-91.19496
2791 David H McLeod Blvd	Florence	SC	34.19195	-79.83704
100 Upland Sq Dr	Pottstown	PA	40.26544	-75.65238
8601 Research Blvd	Austin	TX	30.36256	-97.71568
5610 Roswell Rd	Atlanta	GA	33.90798	-84.37871
1280 Dana Dr	Redding	CA	40.58577	-122.34734
3600 S Louise Ave	Sioux Falls	SD	43.51200	-96.77105
2939 Market Pl	Salina	KS	38.78489	-97.61096
6405 S Interstate 35	Austin	TX	30.19207	-97.79120
19370 Kelly Rd	Harper Woods	MI	42.43816	-82.95021
4370 Venture Dr	Peru	IL	41.36323	-89.12942
10431 Fairfax Blvd	Fairfax	VA	38.85860	-77.30636
2150 N Arizona Ave	Chandler	AZ	33.33863	-111.84176
14546 Dellwood Dr	Baxter	MN	46.36316	-94.24364
6350 Weddington Rd	Matthews	NC	34.99930	-80.69560
2120 SW Wanamaker Rd	Topeka	KS	39.02865	-95.76225
1201 Bruce B Downs Blvd	Wesley Chapel	FL	28.17405	-82.35385
20877 Hall Rd	Macomb	MI	42.62898	-82.91216
2750 Carl T Jones Dr SE	Huntsville	AL	34.68140	-86.54819
755 53rd Ave NE	Minneapolis	MN	45.06444	-93.25172
4323 San Felipe St	Houston	TX	29.74650	-95.45200
4200 E 4th St	Ontario	CA	34.07723	-117.56400
3201 NW Randall Way	Silverdale	WA	47.65912	-122.69302
3710 Ridgemont Dr	Abilene	TX	32.40230	-99.76300
209 Stafford Park Blvd	Manahawkin	NJ	39.71078	-74.28347
1363 W Henderson Ave	Porterville	CA	36.08024	-119.04830
1200 Branson Hills Pkwy	Branson	MO	36.67348	-93.22570
1425 W Bay Area Blvd	Webster	TX	29.53804	-95.14323
1240 Broadway	Chula Vista	CA	32.60460	-117.08000
1135 W Riverdale Rd	Ogden	UT	41.17571	-112.00749
25 S Gateway Dr	Fredericksburg	VA	38.34484	-77.49382
17424 Highway 99	Lynnwood	WA	47.84062	-122.29831
5700 Executive Blvd	Huber Heights	OH	39.87190	-84.13528
155 E University Dr	Granger	IN	41.72019	-86.17621
2323 Highway 3 S	Northfield	MN	44.43499	-93.18766
811 Edinburgh St	Sartell	MN	45.61239	-94.21759
8500 E 8 Mile Rd	Detroit	MI	42.44540	-83.01879
1865 N National Rd	Columbus	IN	39.21920	-85.88500
1111 E Army Post Rd	Des Moines	IA	41.52627	-93.60110
2500 E Central Texas Expy	Killeen	TX	31.08966	-97.71893
15150 Cedar Ave	Apple Valley	MN	44.72990	-93.21741
628 N San Gabriel Ave	Azusa	CA	34.13218	-117.90882
6670 Clinton Hwy	Knoxville	TN	36.00702	-84.02170
7 Stony Hill Rd	Bethel	CT	41.41653	-73.40132
101 N Cattlemen Rd	Sarasota	FL	27.33866	-82.45248
801 Sunland Park Dr	El Paso	TX	31.81826	-106.54521
3909 E 42nd St	Odessa	TX	31.89163	-102.34278
20 W Main St	Ansonia	CT	41.34426	-73.07975
5900 State Road 7	Lake Worth	FL	26.59320	-80.20310
450 Azalea Square Blvd	Summerville	SC	33.03970	-80.15730
2703 Mount Holly Rd	Burlington	NJ	40.03570	-74.82290
1090 S Main St	Kernersville	NC	36.11010	-80.09950
28800 Dequindre Rd	Warren	MI	42.50390	-83.08556
101 Independence Mall Way	Kingston	MA	41.96888	-70.71378
5150 Goodman Rd	Olive Branch	MS	34.96489	-89.89773
5584 Dressler Rd NW	North Canton	OH	40.86217	-81.43240
4 Centerton Rd	Mount Laurel	NJ	39.96868	-74.91953
8201 Federated West Roadway	Plantation	FL	26.11680	-80.25749
5950 State Bridge Rd	Duluth	GA	34.01220	-84.18380
4450 Kapolei Pkwy	Kapolei	HI	21.32909	-158.09248
360 N Saddle Creek Rd	Omaha	NE	41.26285	-95.98056
13831 Brookhurst St	Garden Grove	CA	33.76150	-117.95500
1117 Perimeter Ctr W	Atlanta	GA	33.93021	-84.34898
3601 N Freeway Blvd	Sacramento	CA	38.63974	-121.49960
4300 24th Ave	Fort Gratiot	MI	43.03482	-82.45620
1731 Manhattan Blvd	Harvey	LA	29.88980	-90.05700
9841 Waterstone Blvd	Cincinnati	OH	39.29565	-84.30449
133 General Stillwell Dr	Marina	CA	36.66786	-121.81066
9885 Wicker Ave	Saint John	IN	41.43937	-87.46981
601 S County Farm Rd	Wheaton	IL	41.85822	-88.14264
1316 N Highway 77	Waxahachie	TX	32.42440	-96.83770
4001 S Maryland Pkwy	Las Vegas	NV	36.11600	-115.13777
5609 W Saginaw Hwy	Lansing	MI	42.74098	-84.63205
9040 Colerain Ave	Cincinnati	OH	39.23590	-84.59181
2300 Park Ave	Tustin	CA	33.70058	-117.82871
20700 Avalon Blvd	Carson	CA	33.84398	-118.26338
300 Homer M Adams Pkwy	Alton	IL	38.92110	-90.17070
875 General Sieben Dr	Hastings	MN	44.73672	-92.89017
8201 W Interstate 40	Amarillo	TX	35.18662	-101.93222
525 S Gear Ave	West Burlington	IA	40.82117	-91.17007
24646 Brookpark Rd	North Olmsted	OH	41.41896	-81.89523
1951 E 20th St	Chico	CA	39.72728	-121.80263
160 American Ave	Bowling Green	KY	36.95072	-86.43770
6705 Camino Arroyo	Gilroy	CA	37.00090	-121.55100
7475 W Colonial Dr	Orlando	FL	28.55203	-81.48379
9350 Dynasty Dr	Fort Myers	FL	26.61553	-81.80162
7014 Fm 78	San Antonio	TX	29.48538	-98.34978
18700 Limestone Commercial Dr	Pflugerville	TX	30.46689	-97.59649
1750 W 37th St	Hialeah	FL	25.85512	-80.31737
3100 S Airport Rd W	Traverse City	MI	44.72689	-85.63585
88 Queens Ave	Elmont	NY	40.69180	-73.70510
2900 Little Rd	Trinity	FL	28.20129	-82.66623
7530 Orangethorpe Ave	Buena Park	CA	33.85750	-118.00000
6600 Richmond Hwy	Alexandria	VA	38.77436	-77.08090
79 Commerce Way	Seekonk	MA	41.79533	-71.32304
1285 Som Center Rd	Cleveland	OH	41.52528	-81.43858
29451 Plymouth Rd	Livonia	MI	42.36901	-83.33429
2660 E Highway 50	Clermont	FL	28.54910	-81.70530
250 Granite St	Braintree	MA	42.22050	-71.02807
7400 N 10th St	McAllen	TX	26.26905	-98.21886
4795 W Irlo Bronson Memorial Hwy	Kissimmee	FL	28.33180	-81.47244
4745 Poplar Ave	Memphis	TN	35.11504	-89.90396
2555 Sycamore Rd	Dekalb	IL	41.95616	-88.72193
10621 Carmenita Rd	Santa Fe Springs	CA	33.93600	-118.04600
5119 Sunset Blvd	Lexington	SC	34.00650	-81.19240
4271 Tamiami Trl S	Venice	FL	27.04981	-82.39099
6775 Roosevelt Pkwy	Middletown	OH	39.49566	-84.34075
8400 Lakeview Pkwy	Pleasant Prairie	WI	42.52331	-87.90818
12700 Chenal Pkwy	Little Rock	AR	34.75398	-92.41430
9041 Southside Blvd	Jacksonville	FL	30.19492	-81.55188
6625 E Lloyd Expy	Evansville	IN	37.97640	-87.47257
1150 Old Country Rd	Riverhead	NY	40.93310	-72.67760
2400 Bernadette Dr	Columbia	MO	38.96609	-92.37587
9500 S Interstate 35	Austin	TX	30.15640	-97.79022
4005 US Highway 98 N	Lakeland	FL	28.09296	-81.97378
202 Siemers Dr	Cape Girardeau	MO	37.29970	-89.58060
1300 River Valley Blvd	Lancaster	OH	39.73175	-82.62200
	San Pedro	CA	33.73787	-118.28466
1040 Hanes Mall Blvd	Winston Salem	NC	36.06664	-80.31696
19511 I 45	Spring	TX	30.05119	-95.43196
725 Hebron Pkwy	Lewisville	TX	33.01290	-96.95170
2000 SW College Rd	Ocala	FL	29.17424	-82.15843
	Louisville	KY	38.25486	-85.76640
23710 Westheimer Pkwy	Katy	TX	29.73417	-95.77641
3970 SW Archer Rd	Gainesville	FL	29.61747	-82.38596
86 Orchard Hill Park Dr	Leominster	MA	42.52795	-71.71201
2295 SE Tualatin Vly	Beaverton	OR	45.48490	-122.79615
	Des Moines	IA	41.58698	-93.61969
594 River Hwy	Mooresville	NC	35.59554	-80.87237
6604 Lake Worth Blvd	Fort Worth	TX	32.81155	-97.43068
4301 W Wisconsin Ave	Appleton	WI	44.27306	-88.46771
1HR Photo Lab	Norwalk	CA	33.90625	-118.08252
	Austin	TX	30.45180	-97.76475
	Dover	NJ	40.88522	-74.55862
	Fort Collins	CO	40.58575	-105.10481
7300 191st St	Tinley Park	IL	41.54385	-87.80200
4841 Grove Barton Rd	Raleigh	NC	35.87110	-78.71750
301 Carroll St	Fort Worth	TX	32.75615	-97.35445
	Warrington	PA	40.25342	-75.13648
13047 Fair Lakes Shopping Ctr	Fairfax	VA	38.85660	-77.39408
	Waukesha	WI	43.02243	-88.21336
3599 W Hillsboro Blvd	Deerfield Beach	FL	26.31809	-80.15268
1331 Hooper Ave	Toms River	NJ	39.98752	-74.17771
600 Greece Ridge Center Dr	Rochester	NY	43.20473	-77.69602
	Northridge	CA	34.23982	-118.54920
2171 Prairie Center Pkwy	Brighton	CO	39.95551	-104.77697
	Bridgewater	NJ	40.59288	-74.62510
	Southington	CT	41.59945	-72.87800
8081 Brewerton Rd	Cicero	NY	43.16235	-76.12010
3550 S Rainbow Blvd	Las Vegas	NV	36.12464	-115.24289
2700 W 120th St	Hawthorne	CA	33.92370	-118.32268
555 Republic Dr	Plano	TX	33.03094	-96.70663
2116 N 2nd St	Millville	NJ	39.42190	-75.04230
21515 State Highway 249	Houston	TX	29.99974	-95.58305
436 Retail Commons Pkwy	Martinsburg	WV	39.43963	-77.99215
3900 Sisk Rd	Modesto	CA	37.68950	-121.06900
51400 Gratiot Ave	Chesterfield	MI	42.67784	-82.83070
1485 Polaris Pkwy	Columbus	OH	40.14124	-82.97804
4777 S 27th St	Milwaukee	WI	42.95733	-87.94910
4000 McCain Blvd	North Little Rock	AR	34.79017	-92.22680
299 S Main St	Salt Lake City	UT	40.76284	-111.89099
780 Centerville Rd	Warwick	RI	41.69682	-71.48922
5700 Firestone Blvd	South Gate	CA	33.94902	-118.16594
160 N Research Pl	Central Islip	NY	40.77287	-73.20135
105 W Troutman Pkwy	Fort Collins	CO	40.52750	-105.07900
401 S Mount Juliet Rd	Mount Juliet	TN	36.16800	-86.50890
10775 SW Beaverton Hillsdale Hwy	Beaverton	OR	45.48652	-122.78776
335 N Academy Blvd	Colorado Springs	CO	38.83743	-104.75733
2920 Yorba Linda Blvd	Fullerton	CA	33.88870	-117.87400
5330 Walzem Rd	San Antonio	TX	29.51021	-98.38226
3867 Promenade Pkwy	Diberville	MS	30.45532	-88.90021
1701 Galleria Blvd	Franklin	TN	35.96423	-86.81081
1225 S High School Rd	Indianapolis	IN	39.74948	-86.26981
13325 Inaja St	Desert Hot Springs	CA	33.95177	-116.47700
4711 New Centre Dr	Wilmington	NC	34.24850	-77.88070
642 S Walnut Ave	New Braunfels	TX	29.68827	-98.12711
95 Holger Way	San Jose	CA	37.41904	-121.94457
30020 Grand River Ave	Farmington Hills	MI	42.45140	-83.34410
6600 N 72nd St	Omaha	NE	41.32437	-96.02733
350 Pocono Commons	Stroudsburg	PA	40.99534	-75.24465
2003 Broadway Mall	Hicksville	NY	40.77136	-73.53381
1050 Huntington Dr	Duarte	CA	35.99240	-80.00570
15444 N Frank Lloyd Wright Blvd	Scottsdale	AZ	33.62813	-111.88101
2241 Willow Rd	Glenview	IL	42.10290	-87.81350
60 Smithfield Blvd	Plattsburgh	NY	44.70309	-73.49156
1 Cumberland Pl	Bangor	ME	44.80502	-68.77375
311 E South Blvd	Crawfordsville	IN	40.02492	-86.89883
751 Alta Mere Dr	Fort Worth	TX	32.74813	-97.43217
2725 N Main St	Roswell	NM	33.42660	-104.52200
16400 Beach Blvd	Westminster	CA	33.72470	-117.98600
3150 W Shaw Ave	Fresno	CA	36.80840	-119.84700
26 Crossing Blvd	Clifton Park	NY	42.85632	-73.77037
1300 State Highway 55 NE	Buffalo	MN	45.16484	-93.85792
1280 Auto Park Way	Escondido	CA	33.11244	-117.10035
403 Constant Friendship Blvd	Abingdon	MD	39.46344	-76.31659
651 W Sepulveda Blvd	Carson	CA	33.81056	-118.28562
355 Summit Dr	Waterford	MI	42.64843	-83.33251
9666 Olde US 20	Rossford	OH	41.54270	-83.58040
5045 Glencrossing Way	Cincinnati	OH	39.13008	-84.61011
3251 Hamilton Blvd	South Plainfield	NJ	40.55847	-74.43690
1914 S Broadway St	New Ulm	MN	44.29330	-94.44390
430 Newpark Mall	Newark	CA	37.52528	-121.99762
2201 W Memorial Rd	Oklahoma City	OK	35.60970	-97.55270
501 Kempsville Rd	Chesapeake	VA	36.74433	-76.22126
900 Metropolitan Ave	Charlotte	NC	35.21400	-80.83491
7200 Amador Plaza Rd	Dublin	CA	37.70646	-121.92896
879 Blossom Hill Rd	San Jose	CA	37.25230	-121.86300
385 Centre Ave	Abington	MA	42.11107	-70.93031
36 Furlong Dr	Revere	MA	42.40087	-71.00157
1106 N Columbia Center Blvd	Kennewick	WA	46.22160	-119.22200
14009 E 21st St	Tulsa	OK	36.13354	-95.81548
2200 N Maple Ave	Rapid City	SD	44.10531	-103.20896
3535 Peachtree Rd NE	Atlanta	GA	33.85222	-84.36060
3201 Iowa St	Lawrence	KS	38.92577	-95.26055
5601 NW 183rd St	Miami Gardens	FL	25.93953	-80.29254
1901 N Congress Ave	Boynton Beach	FL	26.54384	-80.09076
499 W Orange Show Rd	San Bernardino	CA	34.07955	-117.29155
25 N 75th Ave	Phoenix	AZ	33.44840	-112.22114
2000 9th Ave SE	Watertown	SD	44.88910	-97.08330
4450 Park St N	Saint Petersburg	FL	27.81306	-82.75411
601 W State Highway 6	Waco	TX	31.51508	-97.19461
500 Horizon Dr	Chalfont	PA	40.26100	-75.21252
13221 Hall Rd	Utica	MI	42.62740	-82.99690
809 N Azusa Ave	Azusa	CA	34.13600	-117.90761
20288 US Highway 18	Apple Valley	CA	34.52611	-117.22071
9040 N Skyview Ave	Kansas City	MO	39.25769	-94.65464
195 N Bedford Rd	Mount Kisco	NY	41.21550	-73.72176
2553 Sun Valley Dr	Delafield	WI	43.05018	-88.37696
6100 Garners Ferry Rd	Columbia	SC	33.98207	-80.96462
2417 N Haskell Ave	Dallas	TX	32.80397	-96.78891
3100 W 117th St	Cleveland	OH	41.46863	-81.76885
102 Richmond Ranch Rd	Texarkana	TX	33.45763	-94.09085
600 Kirkwood Mall	Bismarck	ND	46.79850	-100.78500
358 Broadway Mall	Hicksville	NY	40.75975	-73.51450
4199 Morse Xing	Columbus	OH	40.05730	-82.91837
5151 Frederica St	Owensboro	KY	37.71830	-87.12492
2370 S Azusa Ave	West Covina	CA	34.04076	-117.91106
2701 Castor Ave	Philadelphia	PA	39.99032	-75.09073
5850 EASTEX FREEWAY	Beaumont	TX	0.00000	0.00000
236 COLEMAN ST	Danville	VA	0.00000	0.00000
6251 S 27th St	Milwaukee	WI	42.93150	-87.94936
1500 N DALE MABRY HWY	Tampa	FL	0.00000	0.00000
130 State Rte 10	East Hanover	NJ	40.82598	-74.36062
5120 28th Street Se	Grand Rapids	MI	42.96641	-85.67118
2650 NW FEDERAL HIGHWAY	Stuart	FL	0.00000	0.00000
3060 Plaza Bonita Rd	National City	CA	0.00000	0.00000
1100 Lake Woodlands Dr	The Woodlands	TX	0.00000	0.00000
10909 W Oklahoma Ave	Milwaukee	WI	42.98819	-88.04838
100 14th St	Jersey City	NJ	40.73260	-74.03570
24890 N LAKE PLEASANT PKWY	Peoria	AZ	0.00000	0.00000
750 HILLDALE WAY	Madison	WI	0.00000	0.00000
131 W Reynolds Blvd	Lexington	KY	38.04860	-84.50032
5500 South Fwy	Fort Worth	TX	32.66926	-97.32158
1890 NE PINE ISLAND RD	Cape Coral	FL	0.00000	0.00000
115 River Hills Rd	Asheville	NC	0.00000	0.00000
2324 Pine Ridge Rd	Naples	FL	0.00000	0.00000
100 PERIMETER CTR PL	Atl	GA	0.00000	0.00000
68 Us Highway 46 W	Hackettstown	NJ	40.84637	-74.80859
